id,content,Business,SciTech,Sports,World,,,,,,,,,,,,,,
2297,"Quarterback Marques Hagans has impressed in wins over Temple, North Carolina and Akron, completing 43 of 59 passes for 568 yards, three touchdowns and one interception.",0,0,1,0,,,,,,,,,,,,,,
2298,"A growing number of Brazilians are finding it increasingly difficult to get good jobs in big metropolitan areas like So Paulo and Rio de Janeiro, and are looking elsewhere.",1,0,0,0,,,,,,,,,,,,,,
2299,"British Energy, the nuclear generator, yesterday welcomed a decision by the European commission to approve a government-backed 5bn rescue plan.",1,0,0,0,,,,,,,,,,,,,,
2300,AP - Stephane Zervos first suspected his job was threatened when his bosses removed most of the heavy equipment from the car wheel factory where he'd worked for 24 years.,0,0,0,1,,,,,,,,,,,,,,
2301,"A handful of potential managers, including Lenny Dykstra, has emerged from the Mets' 1986 World Series-winning team.",0,0,1,0,,,,,,,,,,,,,,
2302,AC Milan coach Carlo Ancelotti said he expects better from his defence after the shock 2-1 home defeat to promoted Messina on Wednesday.,0,0,1,0,,,,,,,,,,,,,,
2303,"UNITED NATIONS - Japan, Brazil, Germany and India formed a lobbying group to help one another get permanent seats on the United Nations Security Council and head off proposals that might work against them.",0,0,0,1,,,,,,,,,,,,,,
2304,"Vernon Wells hit a go-ahead, two-run triple off Orlando Hernandez in the seventh inning, and the Toronto Blue Jays rallied past the New York Yankees 5-4 on Wednesday night.",0,0,1,0,,,,,,,,,,,,,,
2305,"Carlos Zambrano picked up his career high 15th win, combining with two pitchers on a six-hit shutout to lift the Chicago Cubs to a 1-0 victory on Wednesday night over",0,0,1,0,,,,,,,,,,,,,,
2306,Republican and Democratic leaders agreed to extend \$150 billion worth of tax cuts sought by President Bush without trying to pay for them.,0,0,0,1,,,,,,,,,,,,,,
2307,Reuters - The dollar rose to a five-week high\against the yen on Thursday as rising oil prices hurt Asian\currencies and the market decided that U.S. interest rates were\still on a rising path.,1,0,0,0,,,,,,,,,,,,,,
2308,"WASHINGTON (Reuters) - Fannie Mae used improper accounting  to manipulate its quarterly earnings reports, regulators said,  touching off the mortgage finance industry's second such  controversy in less than 18 months.",1,0,0,0,,,,,,,,,,,,,,
2309,"Federal Labor leader Mark Latham has ruled out disendorsing Queensland Labor candidate Ivan Molloy, over comments about the Bali bombings.",0,0,0,1,,,,,,,,,,,,,,
2310,"The United Nations Conference on Trade and Development (Unctad) on Wednesday said that though global inflows of FDI fell in 2003 for the third year in a row to \$560 billion, prospects for the current year are promising.",1,0,0,0,,,,,,,,,,,,,,
2311,"OIL group Shell has pledged to invest \$45bn (25bn) and make major disposals in a shake-up of the business, following its reserves crisis earlier this year.",1,0,0,0,,,,,,,,,,,,,,
2312,Fannie Mae chief executive Franklin D. Raines invited reporters to his Wisconsin Avenue headquarters a year ago to complain good-naturedly that recent disclosures of accounting manipulations at smaller rival Freddie Mac had unjustly hurt his company.,1,0,0,0,,,,,,,,,,,,,,
2313,"NEW YORK, September 22 (newratings.com) - A witness in the first Enron criminal trial, and a former executive at the company, testified today that she believed that the Enron executives now on trial were involved in an effort to hide an illicit deal",1,0,0,0,,,,,,,,,,,,,,
2314,"Union leaders representing pilots at American Eagle, the commuter division of American Airlines, have accepted a tentative contract agreement that includes pay raises.",1,0,0,0,,,,,,,,,,,,,,
2315,"In good times and bad, the Tampa Bay Buccaneers could count on two things -taunch defense and stench offense. By Chris O #39;Meara, AP.",0,0,1,0,,,,,,,,,,,,,,
2316,Land of the rising routers. Cisco Systems (nasdaq: CSCO - news - people ) and Fujitsu (otc: FJTSY - news - people ) will join forces to develop high-end routers for Internet networks in Japan.,0,1,0,0,,,,,,,,,,,,,,
2317,"The government has eviscerated Russia #39;s Western-style oil company, Yukos, in what has been widely viewed as political payback.",1,0,0,0,,,,,,,,,,,,,,
2318,"Onge. Interstate Bakeries Corp. has filed for bankruptcy, a casualty of rising costs and reduced demand for carbohydrate-rich breads and pastries, including its Wonder Bread and Hostess Twinkies.",1,0,0,0,,,,,,,,,,,,,,
2319,"Interstate Bakeries Corp. , the purveyor of lunch box staples Wonder Bread and Twinkies, filed for bankruptcy protection yesterday, felled by the combination of a more health conscious public and smothering operational costs.",1,0,0,0,,,,,,,,,,,,,,
2320,"Golf, rugby and squash are on a shortlist of five sports to be assessed for possible inclusion in the 2012 Olympics. The International Olympic Committee is reviewing",0,0,1,0,,,,,,,,,,,,,,
2321,Beleaguered British Energy has applied to delist its shares as it tries to stop shareholders from blocking a restructuring plan to keep the company in business.,1,0,0,0,,,,,,,,,,,,,,
2322,"Foreign investment levels decline in 2003, a UN report reveals, but there are signs of recovery - especially among developing nations.",1,0,0,0,,,,,,,,,,,,,,
2323,New report on offshoring's implications from the British Computer Society.,0,1,0,0,,,,,,,,,,,,,,
2324,Iraqi Prime Minister Iyad Allawi is to address a joint session of the US Congress as well as meeting President Bush.,0,0,0,1,,,,,,,,,,,,,,
2325,"GAZA -- Palestinian security forces know who was behind the killing of three Americans in Gaza nearly a year ago but cannot act against the factions while fighting with Israel continues, a top Palestinian security official said.",0,0,0,1,,,,,,,,,,,,,,
2326,"AP - Orlando Cabrera flung off his helmet, stepped on home plate and was mobbed by his teammates after leading the Boston Red Sox to another dramatic victory.",0,0,1,0,,,,,,,,,,,,,,
2327,"PGA Event: 84 Lumber Classic Site: Nemacolin Woodlands Resort  amp; Spa, Mystic Rock Course (7,276 yards, par 72), Farmington, Pa. Schedule: Today-Sunday. Purse: \$4.2 million. Winner's share: \$756,000. Television: ESPN (today, 3:30-6 p.m.; tomorrow, 3:50-6; Saturday, 3:30-5:30; Sunday, 3-6). Last year: J.L. Lewis closed with a course-record 62 for a two-stroke victory over Frank Lickliter, Stuart Appleby, and Tim Petrovic. ...",0,0,1,0,,,,,,,,,,,,,,
2328,Serena Williams struggled before finding her game Wednesday and reached the China Open quarterfinals with Wimbledon champion Maria Sharapova.,0,0,1,0,,,,,,,,,,,,,,
2329,Ralf Schumacher is adamant memories of his horror crash at Indianapolis three months ago will not hamper his comeback in this weekends Chinese Grand Prix.,0,0,1,0,,,,,,,,,,,,,,
2330,Jenson Button must wait until next month before discovering which Formula One team he can race for next season. He wants to leave BAR for Williams but both teams claim to have a deal with the British driver,0,0,1,0,,,,,,,,,,,,,,
2331,"LITTLE ROCK, Ark. A Mississippi man is suing Wal-Mart, claiming the world #39;s largest retailer discriminates against blacks from seeking truck-driving jobs in 12 Southern states, including Virginia.",1,0,0,0,,,,,,,,,,,,,,
2332,"NEW YORK (Reuters) - U.S. stocks appeared set for a modest  rebound at the open on Thursday, as oil prices retreated a day  after spiking to more than \$48 a barrel, a rise that fueled a  sharp slide in stocks on concern that energy prices would hurt  corporate profits and consumer spending.",1,0,0,0,,,,,,,,,,,,,,
2333,The search giant Google is rumoured to be working on its own web browser.,1,0,0,0,,,,,,,,,,,,,,
2334,"The Sonics signed guard Ibrahim Kutluay yesterday. Terms of the contract were not disclosed, but it is expected to be a two-year deal worth about \$3.",0,0,1,0,,,,,,,,,,,,,,
2335,"Reuters - Southern Africa faces major\challenges to feed its swelling populations and to keep its\wells from running dry, a study showed Wednesday.",0,1,0,0,,,,,,,,,,,,,,
2336,"New report gives them a 'C' for hand hygiene    HealthDayNews -- Americans are doing a crummy job of keeping their hands clean.    They got a ""C"" in hand hygiene in the 2004 Clean Hands Report Card produced by the Soap and Detergent Association...",0,1,0,0,,,,,,,,,,,,,,
2337,"Reuters - Japanese baseball players and club\representatives reached a deal Thursday to end the first strike\in the 70-year history of the sport in Japan, with owners\agreeing to let newcomers into the leagues as early as next\season.",0,0,1,0,,,,,,,,,,,,,,
2338,"NEW YORK (Reuters) - U.S. Treasury yields held near  six-month lows on Thursday, though the market was struggling to  extend recent hefty gains in the face of profit-taking.",1,0,0,0,,,,,,,,,,,,,,
2339,"UN peacekeepers hand control of security in the Sierra Leone capital, Freetown, to local forces after the end of a brutal war.",0,0,0,1,,,,,,,,,,,,,,
2340,"Offering a simple, ""Thank you America,"" Iraqi interim Prime Minister Ayad Allawi declared Thursday that his country is succeeding in its effort to move past the war that ousted Saddam Hussein.",0,0,0,1,,,,,,,,,,,,,,
2341,Japan #39,s baseball players averted a second strike this weekend after agreeing that a new team will be allowed to join Japanese professional baseball next season.,0,0,1,0,,,,,,,,,,,,,
2342,Lehman Brothers Holdings Inc. is close to settling a class action lawsuit for \$220 million stemming from allegations that it colluded with other brokerages to mislead Enron Corp.,1,0,0,0,,,,,,,,,,,,,,
2343,"The business software maker inks a deal with IBM, but it isn't likely to dissuade Oracle.",1,0,0,0,,,,,,,,,,,,,,
2344,"A proposed bailout of Donald J. Trump #39;s casino company has been shelved, and Trump now says he may take the company private. The company #39;s shares fell 10 percent.",1,0,0,0,,,,,,,,,,,,,,
2345,"&lt;a href=""http://arstechnica.com/news/posts/20040923-4222.html""&gt;Sony considers adding native mp3 support to its players&lt;/a&gt; &lt;font size=-1 color=#6f6f6f&gt;&lt;nobr&gt;Ars Technica&lt;/nobr&gt;",0,1,0,0,,,,,,,,,,,,,,
2346,"Victorian batsman Brad Hodge has been called in to the Australian Test squad in India, as a replacement for injured captain Ricky Ponting.",0,0,1,0,,,,,,,,,,,,,,
2347,"BAGHDAD, Iraq - Authorities insisted on Thursday that they won't give in to militants' demands to free female Iraqi prisoners despite the plea of a tearful British hostage begging Britain to save his life in a video released by his captors.    Meanwhile, Iraq's most powerful Shiite cleric, Grand Ayatollah Ali al-Sistani, said that increasing violence must not be used as a pretext for delaying elections scheduled for late January...",0,0,0,1,,,,,,,,,,,,,,
2348,"This paper discusses the use of NetFlow, a traffic profile monitoring technology available on many routers, for use in the early detection of worms, spammers, and other abnormal network activity in large enterprise networks and service providers. Part 2 of 2.",0,1,0,0,,,,,,,,,,,,,,
2349,Australia #39,s frayed nerves were given another jolt yesterday by the discovery of a home-made firebomb on a Virgin Blue airliner and the unrelated arrest of a man accused of threatening terror attacks in Southeast Asia.,0,0,0,1,,,,,,,,,,,,,
2350,"Commerce One Inc., an Internet software maker valued at \$20 billion at the peak of dot-com mania, is poised to go out of business as a pauper.",0,1,0,0,,,,,,,,,,,,,,
2351,"NEW YORK (Reuters) - Halliburton Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HAL.N target=/stocks/quickinfo/fullquote""&gt;HAL.N&lt;/A&gt; said on  Thursday it would restructure its KBR unit and may shed the  business if the company's stock performance continues to lag  behind peers.",1,0,0,0,,,,,,,,,,,,,,
2352,"NEW YORK (Reuters) - U.S. stocks slipped on Thursday after  Exxon Mobil Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=XOM.N target=/stocks/quickinfo/fullquote""&gt;XOM.N&lt;/A&gt; was downgraded by a brokerage and oil  prices rose, raising investor concerns about the health of  corporate profits and economic growth.",1,0,0,0,,,,,,,,,,,,,,
